date, pm25, pm10, o3, no2, so2, co
2021/3/1, 152, , , , , 
2021/2/1, 113, 53, 19, 9, , 
2021/2/2, 88, 55, 20, 7, , 
2021/2/3, 104, 54, 17, 11, , 
2021/2/4, 96, 53, 17, 13, , 
2021/2/5, 94, 61, 19, 15, , 
2021/2/6, 104, 56, 20, 11, , 
2021/2/7, 105, 68, 19, 15, , 
2021/2/8, 127, 45, 6, 10, , 
2021/2/9, 83, 31, 14, 10, , 
2021/2/10, 60, 46, 18, 14, , 
2021/2/11, 89, 53, 25, 12, , 
2021/2/12, 104, 56, 25, 14, , 
2021/2/13, 113, 59, 28, 13, , 
2021/2/14, 119, 62, 26, 16, , 
2021/2/15, 125, 73, 29, 14, , 
2021/2/16, 145, 70, 20, 11, , 
2021/2/17, 141, 50, 19, 6, , 
2021/2/18, 94, 47, 19, 8, , 
2021/2/19, 92, 48, 21, 10, , 
2021/2/20, 93, 66, 24, 17, , 
2021/2/21, 127, 78, 30, 22, , 
2021/2/22, 141, 75, 32, 19, , 
2021/2/23, 145, 75, 28, 17, 1, 
2021/2/24, 154, 68, 21, 15, , 
2021/2/25, 150, 66, 23, 16, , 
2021/2/26, 142, 64, 23, 6, , 
2021/2/27, 154, , , , , 
2021/1/4, 77, 53, 20, 11, , 
2021/1/5, 112, 42, 19, 12, , 
2021/1/6, 90, 46, 21, 11, , 
2021/1/7, 91, 36, 21, 6, , 
2021/1/8, 63, 30, 20, 6, , 
2021/1/9, 55, 34, 19, 7, , 
2021/1/10, 71, 41, 19, 6, , 
2021/1/11, 74, 55, 18, 8, , 
2021/1/12, 99, 63, 23, 15, , 
2021/1/13, 120, 78, 30, 21, , 
2021/1/14, 147, 80, 24, 20, , 
2021/1/15, 144, 77, 28, 22, 1, 
2021/1/16, 151, 67, 22, 11, 6, 
2021/1/17, 117, 52, 23, 12, 19, 
2021/1/18, 105, 59, 22, 14, 5, 
2021/1/19, 120, 75, 27, 26, 2, 
2021/1/20, 148, 81, 23, 24, , 
2021/1/21, 144, 81, 23, 26, , 
2021/1/22, 150, 75, 22, 19, , 
2021/1/23, 141, 79, 24, 21, , 
2021/1/24, 151, 86, 23, 28, , 
2021/1/25, 152, 74, 21, 17, , 
2021/1/26, 139, 61, 18, 12, , 
2021/1/27, 111, 65, 18, 15, , 
2021/1/28, 119, 50, 18, 7, , 
2021/1/29, 81, 56, 23, 9, , 
2021/1/30, 107, 57, 21, 12, , 
2021/1/31, 113, 61, 19, 14, , 
2020/10/1, 45, 29, 10, 6, , 
2020/10/2, 53, 22, 8, 5, , 
2020/10/3, 45, 25, 11, 5, , 
2020/10/4, 48, 36, 7, 10, , 
2020/10/5, 60, 33, 10, 8, , 
2020/10/6, 54, 39, 10, 8, , 
2020/10/7, 65, 23, 9, 7, , 
2020/10/8, 56, 27, 10, 7, , 
2020/10/9, 46, 28, 7, 11, , 
2020/10/10, 55, 33, 11, 8, , 
2020/10/11, 59, 47, 9, 11, 2, 
2020/10/12, 83, 32, 6, 11, , 
2020/10/13, 71, 41, 6, 9, , 
2020/10/14, 68, 35, 11, 9, , 
2020/10/15, 65, 22, 6, 9, , 
2020/10/16, 50, 20, 8, 8, , 
2020/10/17, 43, 13, 8, 7, , 
2020/10/18, 36, 28, 6, 10, , 
2020/10/19, 49, 32, 7, 10, , 
2020/10/20, 52, 36, 12, 11, , 
2020/10/21, 57, 32, 17, 9, , 
2020/10/22, 60, 48, 20, 10, , 
2020/10/23, 82, 61, 20, 12, , 
2020/10/24, 98, 63, 20, 12, , 
2020/10/25, 106, 51, 10, 11, , 
2020/10/26, 97, 37, 11, 10, , 
2020/10/27, 68, 49, 9, 14, , 
2020/10/28, 84, 17, 5, 10, , 
2020/10/29, 49, 29, 8, 7, , 
2020/10/30, 51, 39, 8, 8, , 
2020/10/31, 61, 26, 11, 6, , 
2020/11/1, 50, 33, 12, 6, , 
2020/11/2, 65, 45, 18, 7, , 
2020/11/3, 85, 34, 16, 7, , 
2020/11/4, 67, 42, 18, 11, , 
2020/11/5, 76, 41, 18, 9, , 
2020/11/6, 77, 48, 18, 8, , 
2020/11/7, 101, 53, 21, 5, , 
2020/11/8, 107, 54, 19, 9, , 
2020/11/9, 101, 56, 24, 9, , 
2020/11/10, 105, 54, 17, 11, , 
2020/11/11, 101, 44, 18, 10, , 
2020/11/12, 85, 62, 27, 14, , 
2020/11/13, 121, 62, 27, 15, , 
2020/11/14, 119, 56, 20, 13, , 
2020/11/15, 115, 35, 20, 9, , 
2020/11/16, 67, 44, 12, 13, , 
2020/11/17, 74, 49, 12, 13, , 
2020/11/18, 82, 49, 17, 12, , 
2020/11/19, 84, 50, 16, 13, , 
2020/11/20, 87, 53, 14, 12, , 
2020/11/21, 89, 41, 13, 9, , 
2020/11/22, 72, 32, 9, 6, , 
2020/11/23, 59, 35, 22, 6, 11, 
2020/11/24, 55, 39, 10, 8, , 
2020/11/25, 60, 40, 11, 7, 13, 
2020/11/26, 63, 42, 12, 6, , 
2020/11/27, 64, 43, 19, 7, , 
2020/11/28, 73, 33, 19, 6, , 
2020/11/29, 57, 33, 17, 5, , 
2020/11/30, 56, 18, 14, 2, , 
2020/12/1, 51, 31, 18, 7, , 
2020/12/2, 52, 37, 20, 6, , 
2020/12/3, 67, 43, 18, 6, , 
2020/12/4, 78, 39, 18, 8, , 
2020/12/5, 80, 35, 20, 8, , 
2020/12/6, 76, 55, 19, 13, , 
2020/12/7, 111, 47, 20, 11, , 
2020/12/8, 101, 54, 69, 14, , 
2020/12/9, 113, 58, 27, 17, , 
2020/12/10, 123, 45, 18, 11, , 
2020/12/11, 91, 53, 16, 12, 4, 
2020/12/12, 109, 57, 17, 14, , 
2020/12/13, 105, 60, 14, 14, , 
2020/12/14, 110, 49, 10, 11, , 
2020/12/15, 88, 36, 13, 8, , 
2020/12/16, 65, 29, 16, 8, , 
2020/12/17, 54, 33, 15, 9, , 
2020/12/18, 57, 30, 17, 7, , 
2020/12/19, 56, 34, 18, 6, , 
2020/12/20, 65, 44, 17, 9, , 
2020/12/21, 89, 52, 17, 15, , 
2020/12/22, 103, 65, 19, 18, , 
2020/12/23, 129, 57, 16, 17, , 
2020/12/24, 112, 42, 16, 10, , 
2020/12/25, 83, 46, 16, 13, , 
2020/12/26, 83, 57, 22, 13, , 
2020/12/27, 108, 60, 16, 15, , 
2020/12/28, 115, 63, 17, 18, , 
2020/12/29, 116, 56, 15, 5, , 
2020/12/30, 83, 35, 22, 5, , 
2020/12/31, 65, 32, 21, 4, , 
2021/1/1, 70, 33, 20, 6, , 
2021/1/2, 76, 46, 20, 8, , 
2021/1/3, 102, 37, 18, 11, , 
2020/7/1, 49, 23, 10, 6, , 
2020/7/2, 47, 22, 10, 6, , 
2020/7/3, 43, 28, 7, 8, , 
2020/7/4, 50, 26, 8, 8, , 
2020/7/5, 52, 23, 12, 7, , 
2020/7/6, 50, 24, 13, 5, , 
2020/7/7, 55, 22, 12, 6, , 
2020/7/8, 51, 26, 11, 8, , 
2020/7/9, 55, 25, 13, 7, , 
2020/7/10, 55, 27, 10, 9, , 
2020/7/11, 56, 28, 13, 7, , 
2020/7/12, 60, 21, 9, 6, , 
2020/7/13, 48, 23, 13, 8, , 
2020/7/14, 49, 22, 6, 7, , 
2020/7/15, 48, 27, 2, 6, , 
2020/7/16, 53, 22, 2, 4, , 
2020/7/17, 46, 32, 4, 7, , 
2020/7/18, 61, 28, 3, 5, , 
2020/7/19, 59, 30, 2, 6, , 
2020/7/20, 59, 30, 2, 6, , 
2020/7/21, 54, 25, 3, 4, , 
2020/7/22, 52, 27, 3, 6, , 
2020/7/23, 56, 30, 2, 7, , 
2020/7/24, 60, 28, 2, 5, , 
2020/7/25, 57, 26, 2, 5, , 
2020/7/26, 53, 26, 3, 5, , 
2020/7/27, 54, 26, 9, 5, , 
2020/7/28, 53, 29, 8, 9, , 
2020/7/29, 54, 22, 9, 8, , 
2020/7/30, 43, 27, 11, 9, , 
2020/7/31, 52, 28, 9, 9, , 
2020/8/1, 52, 18, 5, 6, , 
2020/8/2, 39, 17, 7, 4, , 
2020/8/3, 34, 18, 8, 4, , 
2020/8/4, 41, 20, 8, 8, , 
2020/8/5, 40, 29, 8, 11, , 
2020/8/6, 53, 29, 3, 10, , 
2020/8/7, 57, 25, 7, 7, , 
2020/8/8, 49, 21, 8, 5, , 
2020/8/9, 46, 21, 8, 7, , 
2020/8/10, 42, 27, 10, 11, , 
2020/8/11, 52, 23, 7, 6, , 
2020/8/12, 47, 19, 9, 6, , 
2020/8/13, 41, 22, 6, 4, , 
2020/8/14, 48, 27, 5, 4, , 
2020/8/15, 48, 34, 9, 5, , 
2020/8/16, 58, 31, 6, 4, , 
2020/8/17, 58, 34, 8, 5, , 
2020/8/18, 62, 33, 6, 3, , 
2020/8/19, 65, 35, 5, 5, , 
2020/8/20, 67, 41, 10, 4, , 
2020/8/21, 66, 25, 7, 5, , 
2020/8/22, 52, 23, 6, , , 
2020/8/23, 42, 36, 8, 5, , 
2020/8/24, 59, 43, 12, 6, , 
2020/8/25, 71, 49, 13, 8, , 
2020/8/26, 76, 44, 9, 6, , 
2020/8/27, 70, 32, 10, 4, , 
2020/8/28, 53, 31, 16, 3, , 
2020/8/29, 59, 34, 17, 3, , 
2020/8/30, 67, 34, 14, 6, , 
2020/8/31, 58, 27, 11, 8, , 
2020/9/1, 50, 34, 12, 9, , 
2020/9/2, 57, 34, 11, 11, , 
2020/9/3, 64, 32, 15, 7, 4, 
2020/9/4, 63, 32, 16, 8, , 
2020/9/5, 61, 25, 11, 5, , 
2020/9/6, 55, 26, 9, 8, , 
2020/9/7, 54, 27, 9, 6, , 
2020/9/8, 52, 31, 12, 8, 27, 
2020/9/9, 57, 33, 16, 10, , 
2020/9/10, 63, 33, 15, 10, , 
2020/9/11, 63, 37, 13, 10, , 
2020/9/12, 65, 23, 11, 7, , 
2020/9/13, 48, 30, 11, 8, , 
2020/9/14, 52, 35, 13, 9, , 
2020/9/15, 62, 34, 11, 10, , 
2020/9/16, 57, 41, 11, 12, , 
2020/9/17, 67, 30, 9, 12, , 
2020/9/18, 63, 12, 8, 2, , 
2020/9/19, 31, 13, 5, 1, , 
2020/9/20, 32, 34, 6, 8, , 
2020/9/21, 52, 32, 7, 7, , 
2020/9/22, 53, 31, 5, 7, , 
2020/9/23, 52, 30, 10, 10, , 
2020/9/24, 50, 32, 7, 9, , 
2020/9/25, 54, 28, 6, 8, , 
2020/9/26, 50, 36, 9, 10, , 
2020/9/27, 65, 22, 7, 4, , 
2020/9/28, 48, 19, 8, 3, , 
2020/9/29, 38, 27, 7, 8, , 
2020/9/30, 48, 23, 7, 7, , 
2020/4/1, 119, 55, 24, 5, 4, 
2020/4/2, 105, 48, 25, 6, , 
2020/4/3, 95, 50, 28, 7, , 
2020/4/4, 100, 56, 30, 4, , 
2020/4/5, 112, 48, 24, 6, , 
2020/4/6, 94, 50, 22, 7, , 
2020/4/7, 107, 47, 27, 6, , 
2020/4/8, 97, 37, 24, 4, , 
2020/4/9, 81, 41, 29, 5, , 
2020/4/10, 92, 42, 27, 7, , 
2020/4/11, 84, 44, 29, 3, , 
2020/4/12, 90, 28, 20, 3, , 
2020/4/13, 68, 47, 25, 4, 1, 
2020/4/14, 102, 48, 27, 5, , 
2020/4/15, 105, 46, 26, 7, , 
2020/4/16, 95, 47, 20, 8, , 
2020/4/17, 93, 40, 24, 7, , 
2020/4/18, 86, 39, 25, 7, , 
2020/4/19, 78, 40, 24, 8, , 
2020/4/20, 78, 47, 25, 9, , 
2020/4/21, 87, 46, 21, 7, , 
2020/4/22, 84, 50, 22, 6, , 
2020/4/23, 80, 46, 20, 10, , 
2020/4/24, 87, 30, 22, 6, , 
2020/4/25, 63, 31, 22, 5, , 
2020/4/26, 67, 37, 20, 6, , 
2020/4/27, 70, 46, 21, 7, , 
2020/4/28, 76, 53, 24, 7, , 
2020/4/29, 96, 53, 25, 8, , 
2020/4/30, 108, 51, 19, 11, , 
2020/5/1, 101, 46, 23, 10, , 
2020/5/2, 89, 42, 21, 7, , 
2020/5/3, 79, 39, 17, 11, , 
2020/5/4, 74, 49, 24, 12, , 
2020/5/5, 93, 46, 24, 9, , 
2020/5/6, 88, 43, 20, 8, , 
2020/5/7, 79, 30, 18, 8, , 
2020/5/8, 66, 34, 18, 8, , 
2020/5/9, 68, 43, 25, 9, , 
2020/5/10, 79, 27, 12, 8, , 
2020/5/11, 57, 36, 25, 13, , 
2020/5/12, 70, 39, 22, 13, , 
2020/5/13, 73, 43, 17, 12, , 
2020/5/14, 76, 37, 18, 9, , 
2020/5/15, 76, 36, 25, 6, , 
2020/5/16, 75, 34, 16, 6, , 
2020/5/17, 68, 31, 10, 7, , 
2020/5/18, 64, 29, 9, 7, , 
2020/5/19, 56, 31, 14, 6, , 
2020/5/20, 62, 38, 15, 9, , 
2020/5/21, 71, 43, 19, 8, , 
2020/5/22, 78, 45, 19, 7, , 
2020/5/23, 81, 30, 14, 3, , 
2020/5/24, 65, 28, 7, 7, , 
2020/5/25, 60, 34, 10, 7, , 
2020/5/26, 62, 27, 11, 8, , 
2020/5/27, 53, 28, 12, 7, , 
2020/5/28, 57, 24, 16, 5, , 
2020/5/29, 51, 20, 16, 4, , 
2020/5/30, 46, 25, 12, 6, , 
2020/5/31, 48, 26, 10, 6, , 
2020/6/1, 54, 26, 7, 6, , 
2020/6/2, 53, 24, 10, 6, , 
2020/6/3, 48, 26, 19, 6, 19, 
2020/6/4, 49, 24, 10, 12, 28, 
2020/6/5, 42, 19, 8, 4, 12, 
2020/6/6, 36, 19, 10, 2, , 
2020/6/7, 42, 21, 13, 4, , 
2020/6/8, 40, 20, 11, 3, , 
2020/6/9, 40, 25, 12, 5, , 
2020/6/10, 51, 22, 17, 6, , 
2020/6/11, 46, 31, 14, 8, , 
2020/6/12, 55, 29, 18, 6, , 
2020/6/13, 53, 28, 17, 6, , 
2020/6/14, 63, 16, 10, 4, , 
2020/6/15, 39, 21, 7, 6, , 
2020/6/16, 48, 16, 5, 6, , 
2020/6/17, 38, 25, 8, 8, , 
2020/6/18, 50, 30, 8, 7, , 
2020/6/19, 56, 30, 15, 7, , 
2020/6/20, 60, 30, 13, 8, , 
2020/6/21, 60, 26, 16, 6, , 
2020/6/22, 52, 28, 19, 7, , 
2020/6/23, 54, 27, 15, 9, , 
2020/6/24, 56, 29, 13, 7, , 
2020/6/25, 56, 26, 8, 8, , 
2020/6/26, 52, 27, 13, 8, , 
2020/6/27, 55, 29, 12, 8, , 
2020/6/28, 60, 26, 8, 7, , 
2020/6/29, 51, 29, 11, 8, , 
2020/6/30, 52, 29, 14, 8, , 
2020/1/1, 55, 35, 11, 10, , 
2020/1/2, 63, 41, 13, 11, , 
2020/1/3, 77, 44, 13, 11, , 
2020/1/4, 82, 44, 15, 11, , 
2020/1/5, 83, 54, 14, 13, 1, 
2020/1/6, 101, 62, 18, 16, , 
2020/1/7, 121, 56, 12, 12, , 
2020/1/8, 110, 59, 15, 16, , 
2020/1/9, 109, 63, 19, 18, , 
2020/1/10, 120, 66, 21, 15, , 
2020/1/11, 129, 65, 18, 11, , 
2020/1/12, 128, 62, 17, 10, , 
2020/1/13, 125, 81, 20, 19, , 
2020/1/14, 157, 86, 23, 18, , 
2020/1/15, 162, 87, 27, 24, , 
2020/1/16, 160, 88, 24, 20, , 
2020/1/17, 164, 78, 20, 16, , 
2020/1/18, 154, 77, 19, 14, , 
2020/1/19, 154, 65, 17, 13, , 
2020/1/20, 129, 77, 20, 17, , 
2020/1/21, 149, 87, 23, 21, , 
2020/1/22, 160, 89, 27, 23, , 
2020/1/23, 161, 70, 23, 12, , 
2020/1/24, 145, 58, 16, 9, , 
2020/1/25, 106, 49, 12, 10, , 
2020/1/26, 81, 55, 15, 11, , 
2020/1/27, 100, 59, 21, 12, , 
2020/1/28, 98, 57, 20, 12, , 
2020/1/29, 104, 45, 16, 8, , 
2020/1/30, 83, 62, 19, 12, , 
2020/1/31, 126, 76, 21, 16, , 
2020/2/1, 156, 83, 25, 16, , 
2020/2/2, 161, 88, 24, 22, , 
2020/2/3, 163, 85, 24, 20, , 
2020/2/4, 164, 79, 24, 13, , 
2020/2/5, 159, 68, 22, 12, , 
2020/2/6, 139, 73, 26, 16, , 
2020/2/7, 147, 80, 19, 11, , 
2020/2/8, 160, 56, 17, 5, , 
2020/2/9, 99, 52, 16, 6, , 
2020/2/10, 92, 63, 21, 9, , 
2020/2/11, 118, 72, 23, 11, , 
2020/2/12, 142, 58, 15, 9, , 
2020/2/13, 107, 50, 14, 7, , 
2020/2/14, 79, 43, 15, 10, , 
2020/2/15, 76, 57, 22, 18, , 
2020/2/16, 102, 61, 17, 8, , 
2020/2/17, 100, 55, 15, 7, , 
2020/2/18, 90, 58, 19, 10, , 
2020/2/19, 113, 69, 19, 14, , 
2020/2/20, 135, 62, 17, 11, , 
2020/2/21, 108, 55, 15, 8, , 
2020/2/22, 83, 56, 17, 8, , 
2020/2/23, 106, 57, 18, 14, , 
2020/2/24, 112, 70, 19, 19, , 
2020/2/25, 143, 71, 20, 17, , 
2020/2/26, 147, 70, 16, 14, , 
2020/2/27, 150, 64, 16, 15, , 
2020/2/28, 137, 73, 25, 13, , 
2020/2/29, 152, 71, 26, 14, , 
2020/3/1, 151, 67, 24, 10, , 
2020/3/2, 140, 56, 15, 6, , 
2020/3/3, 112, 50, 17, 9, , 
2020/3/4, 89, 51, 15, 11, , 
2020/3/5, 108, 37, 16, 10, , 
2020/3/6, 74, 44, 14, 12, , 
2020/3/7, 86, 53, 18, 14, , 
2020/3/8, 108, 66, 21, 19, , 
2020/3/9, 138, 66, 24, 18, , 
2020/3/10, 137, 64, 27, 13, , 
2020/3/11, 132, 60, 25, 14, , 
2020/3/12, 125, 58, 24, 14, , 
2020/3/13, 114, 60, 27, 9, , 
2020/3/14, 115, 56, 14, 12, , 
2020/3/15, 121, 61, 23, 15, , 
2020/3/16, 139, 62, 25, 12, , 
2020/3/17, 135, 58, 22, 11, , 
2020/3/18, 129, 58, 23, 9, , 
2020/3/19, 118, 58, 20, 11, , 
2020/3/20, 115, 46, 23, 8, , 
2020/3/21, 94, 57, 23, 11, , 
2020/3/22, 118, 60, 25, 11, , 
2020/3/23, 126, 57, 27, 9, , 
2020/3/24, 113, 45, 19, 6, , 
2020/3/25, 89, 54, 21, 8, , 
2020/3/26, 111, 50, 21, 8, , 
2020/3/27, 101, 53, 26, 6, , 
2020/3/28, 110, 58, 27, 4, , 
2020/3/29, 136, , , , , 
2019/10/1, 127, 51, 19, 10, , 
2019/10/2, 108, 45, 21, 10, , 
2019/10/3, 95, 38, 17, 9, , 
2019/10/4, 79, 37, 6, 12, , 
2019/10/5, 74, 35, 9, 8, , 
2019/10/6, 71, 28, 9, 8, , 
2019/10/7, 59, 36, 12, 8, , 
2019/10/8, 73, 34, 10, 7, , 
2019/10/9, 74, 45, 5, 13, , 
2019/10/10, 75, 41, 10, 11, , 
2019/10/11, 72, 40, 11, 10, , 
2019/10/12, 75, 31, 10, 6, , 
2019/10/13, 67, 31, 10, 6, , 
2019/10/14, 65, 34, 11, 7, , 
2019/10/15, 69, 29, 10, 7, , 
2019/10/16, 55, 33, 10, 7, , 
2019/10/17, 59, 38, 15, 9, , 
2019/10/18, 74, 38, 15, 8, , 
2019/10/19, 72, 35, 14, 8, , 
2019/10/20, 70, 43, 15, 10, , 
2019/10/21, 85, 45, 18, 10, , 
2019/10/22, 84, 41, 21, 9, , 
2019/10/23, 78, 41, 15, 10, , 
2019/10/24, 75, 42, 11, 8, , 
2019/10/25, 78, 36, 11, 8, , 
2019/10/26, 70, 32, 11, 7, , 
2019/10/27, 65, 39, 10, 9, , 
2019/10/28, 68, 31, 14, 7, , 
2019/10/29, 60, 36, 16, 9, , 
2019/10/30, 68, 49, 16, 14, , 
2019/10/31, 84, 23, 8, 10, , 
2019/11/1, 64, 33, 11, 10, , 
2019/11/2, 63, 33, 8, 7, , 
2019/11/3, 64, 54, 19, 11, , 
2019/11/4, 111, 46, 15, 10, , 
2019/11/5, 91, 54, 19, 10, , 
2019/11/6, 113, 59, 17, 11, , 
2019/11/7, 117, 63, 22, 11, , 
2019/11/8, 132, 54, 19, 10, , 
2019/11/9, 110, 61, 19, 16, , 
2019/11/10, 125, 57, 19, 14, , 
2019/11/11, 114, 57, 22, 10, , 
2019/11/12, 113, 42, 11, 9, , 
2019/11/13, 85, 37, 16, 7, , 
2019/11/14, 63, 41, 23, 9, 1, 
2019/11/15, 82, 52, 23, 13, , 
2019/11/16, 105, 49, 21, 13, , 
2019/11/17, 91, 50, 24, 11, , 
2019/11/18, 92, 43, 16, 7, , 
2019/11/19, 72, 40, 22, 8, , 
2019/11/20, 73, 44, 23, 11, , 
2019/11/21, 83, 44, 22, 13, , 
2019/11/22, 83, 54, 21, 14, , 
2019/11/23, 100, 48, 21, 12, , 
2019/11/24, 90, 46, 16, 11, , 
2019/11/25, 78, 46, 20, 10, , 
2019/11/26, 80, 40, 10, 8, 2, 
2019/11/27, 68, 39, 11, 6, , 
2019/11/28, 61, 42, 16, 9, , 
2019/11/29, 74, 32, 14, 9, , 
2019/11/30, 61, 33, 11, 8, , 
2019/12/1, 62, 41, 14, 6, , 
2019/12/2, 64, 42, 17, 9, , 
2019/12/3, 78, 52, 18, 8, , 
2019/12/4, 96, 57, 21, 10, , 
2019/12/5, 112, 61, 19, 11, , 
2019/12/6, 109, 59, 20, 11, , 
2019/12/7, 106, 55, 20, 11, , 
2019/12/8, 108, 59, 19, 14, , 
2019/12/9, 115, 67, 25, 16, , 
2019/12/10, 147, 77, 22, 20, , 
2019/12/11, 151, 76, 19, 18, , 
2019/12/12, 149, 74, 16, 21, , 
2019/12/13, 144, 60, 15, 15, , 
2019/12/14, 118, 58, 12, 16, , 
2019/12/15, 116, 58, 14, 16, , 
2019/12/16, 108, 60, 14, 15, , 
2019/12/17, 114, 61, 13, 14, , 
2019/12/18, 111, 58, 11, 12, , 
2019/12/19, 109, 57, 11, 13, , 
2019/12/20, 95, 58, 12, 13, , 
2019/12/21, 109, 63, 18, 15, , 
2019/12/22, 123, 73, 19, 24, , 
2019/12/23, 132, 67, 19, 18, , 
2019/12/24, 126, 75, 18, 20, , 
2019/12/25, 141, 75, 19, 22, , 
2019/12/26, 146, 60, 14, 11, , 
2019/12/27, 117, 49, 18, 10, , 
2019/12/28, 93, 49, 18, 11, , 
2019/12/29, 99, , , , , 
2019/7/1, 60, 32, 9, 5, , 
2019/7/2, 66, 37, 7, 5, , 
2019/7/3, 49, 15, 6, 5, , 
2019/7/4, 55, 27, 7, 4, , 
2019/7/5, 48, 21, 8, 5, , 
2019/7/6, 59, 31, 10, 4, , 
2019/7/7, 57, 28, 11, 6, , 
2019/7/8, 57, 35, 11, 5, , 
2019/7/9, 62, 36, 15, 4, , 
2019/7/10, 66, 37, 17, 5, , 
2019/7/11, 66, 37, 17, 6, , 
2019/7/12, 66, 41, 12, 8, , 
2019/7/13, 71, 31, 7, 5, , 
2019/7/14, 54, 31, 12, 6, , 
2019/7/15, 58, 27, 14, 7, , 
2019/7/16, 52, 26, 17, 4, , 
2019/7/17, 56, 30, 21, 3, , 
2019/7/18, 64, 29, 14, 3, , 
2019/7/19, 61, 24, 12, 2, , 
2019/7/20, 54, 20, 12, 3, , 
2019/7/21, 50, 26, 9, 3, , 
2019/7/22, 51, 34, 12, 3, , 
2019/7/23, 63, 29, 7, 2, , 
2019/7/24, 56, 22, 10, 3, , 
2019/7/25, 50, 28, 8, 2, , 
2019/7/26, 54, 30, 9, 2, , 
2019/7/27, 59, 34, 17, 2, , 
2019/7/28, 64, 31, 10, 1, , 
2019/7/29, 54, 27, 8, 7, , 
2019/7/30, 51, 33, 8, 7, , 
2019/7/31, 58, 28, 8, 8, , 
2019/8/1, 55, 29, 7, 8, , 
2019/8/2, 51, 31, 7, 7, , 
2019/8/3, 56, 24, 7, 5, , 
2019/8/4, 51, 24, 11, 6, , 
2019/8/5, 53, 23, 8, 6, , 
2019/8/6, 49, 28, 8, 7, , 
2019/8/7, 53, 25, 6, 5, , 
2019/8/8, 51, 21, 8, 4, , 
2019/8/9, 46, 17, 8, 2, , 
2019/8/10, 40, 19, 9, 1, , 
2019/8/11, 51, 22, 8, 4, , 
2019/8/12, 53, 27, 8, 4, , 
2019/8/13, 56, 33, 10, 5, , 
2019/8/14, 63, 37, 15, 7, , 
2019/8/15, 66, 37, 11, 7, , 
2019/8/16, 69, 23, 6, 5, , 
2019/8/17, 51, 26, 10, 7, , 
2019/8/18, 52, 32, 8, 9, , 
2019/8/19, 58, 23, 8, 7, , 
2019/8/20, 48, 21, 12, 8, , 
2019/8/21, 44, 21, 7, 7, , 
2019/8/22, 48, 22, 7, 7, , 
2019/8/23, 49, 25, 8, 9, , 
2019/8/24, 56, 21, 9, 7, , 
2019/8/25, 51, 21, 7, 7, , 
2019/8/26, 42, 24, 7, 9, 3, 
2019/8/27, 54, 22, 8, 7, , 
2019/8/28, 53, 28, 5, 9, , 
2019/8/29, 59, 17, 5, 6, , 
2019/8/30, 54, 18, 6, 5, , 
2019/8/31, 43, 16, 7, 4, , 
2019/9/1, 39, 23, 5, 10, , 
2019/9/2, 60, 21, 3, 7, , 
2019/9/3, 52, 28, 4, 9, , 
2019/9/4, 50, 31, 5, 9, , 
2019/9/5, 50, 29, 7, 9, , 
2019/9/6, 53, 37, 9, 9, , 
2019/9/7, 64, 28, 8, 7, , 
2019/9/8, 57, 34, 9, 9, , 
2019/9/9, 61, 24, 7, 6, , 
2019/9/10, 52, 24, 7, 8, , 
2019/9/11, 50, 25, 5, 7, , 
2019/9/12, 47, 35, 7, 11, , 
2019/9/13, 61, 28, 8, 7, , 
